No results yet.
agent2_exp5	0.2096	958	0	keep	ExponentialIntegrability+WeakHarnack+Linfty: crossover_bmo_scale_nonneg, crossoverC'/pos/le_one, rpow_le_rpow_of_exponent, integral proofs, positivePartSub identity, moserRadius_gt_half, Classical.choose_spec wrappers	agent2	tactic	2026-04-08T06:58:49Z
degiorgi_v1	0.2269	937	0	keep	no description	agent1	tactic	2026-04-08T07:02:54Z
degiorgi_v1	0.2533	905	0	keep	no description	agent1	tactic	2026-04-08T07:11:10Z
agent3_exp2	0.2781	875	0	keep	Proved 12+ sorries: shrinkingBump arithmetic (rIn_pos, rIn_lt_rOut), tendsto_shrinkingBump_rOut, zero_outside_of_tsupport, fderiv_apply_zero_outside, fderiv_apply_eq_zero_on_cthickening, memW01p_of_global_approx_supported, abs_fderiv_apply_le_norm_fderiv, volumeReal_ball_halves, volume_fivefold, moserCloseoutExponent_tendsto_atTop, moserLinftyBoundPow_nonneg, recipApprox_zero, moserExponentSeq_forward_target_eq, stampacchia_congr_ae (linter)	agent3	agent3	2026-04-08T10:48:21Z
degiorgi_v1	0.2781	875	0	keep	no description	agent3	tactic	2026-04-08T10:51:26Z
degiorgi_v1	0.2830	869	0	keep	no description	agent3	tactic	2026-04-08T11:07:41Z
degiorgi_v1	0.2913	859	0	keep	no description	agent3	tactic	2026-04-08T11:10:12Z
agent1_exp1	0.2871	864	0	keep	Fixed build errors (Linfty, Approximation, TestFunctions, ForwardIteration, Energy, CutoffPrep, InverseIteration), proved stampacchia_congr_ae, setIntegral support lemmas, harnack_p_eq_from_q, exists_forward_iteration_depth, superPowerCutoff_neg_eq_fwd	agent1	agent1	2026-04-08T11:14:53Z
agent0_exp1	0.2987	850	0	keep	Fixed build errors (OscillationDecay linarith, Representative pow_le_pow)	agent0	agent0	2026-04-08T11:32:43Z
agent1_exp2	0.2970	852	1	keep	Fixed OscillationDecay build error (linarith→rw), proved exists_moserDyadicRadius_near (Nat.find), JNBall.fivefold_subset_sixBall+closedBall variant (triangle ineq), const_le_of_ae_const_le (eventually_const)	agent1	agent1	2026-04-08T11:36:59Z
exp_agent1_003	0.3102	836	1	keep	Fix Iteration.lean geometric series proofs + prior proofs	agent1	tactic	2026-04-08T11:47:46Z
agent0_exp2	0.3102	836	1	keep	Fixed build errors (Harnack, MoserIteration, OscillationDecay, Representative, StageOne), proved BilinearForm linearity (add_left, add_right, smul_left, smul_right integrand+coeff), proved AEMeasurable for solutions	agent0	agent0	2026-04-08T11:47:56Z
agent3_exp3	0.3102	836	1	keep	Fixed build errors (Representative, BilinearForm, Iteration, StageOne), proved harnackChainCenter_mem_ball (convexity), harnackChainCenter_dist_succ_le (lineMap distance), harnack_p_eq_from_q, moserRegPow_nonneg, moserRegPow_le_rpow, moserRegPow_sq_le_rpow	agent3	agent3	2026-04-08T11:47:56Z
test_current_state	0.0000	1214	1	keep	checking current state	agent1	diagnostic	2026-04-08T12:33:33Z
agent1_exp1	0.0049	1208	0	keep	EllipticCoefficients: ellipticityRatio_eq_Λ proved	agent1	diagnostic	2026-04-08T12:35:41Z
agent0_test1	0.0058	1207	0	keep	EllipticCoefficients partial: proved 6/10 sorries (ellipticityRatio_pos, one_le_ellipticityRatio, ae_coercive_nonneg, ae_coercive_inv_nonneg, lam_nonneg->already proved, Λ_pos->already proved)	agent0	agent0	2026-04-08T12:37:09Z
agent0_ec_progress	0.0049	1208	0	keep	EllipticCoefficients: 4 proved (ellipticityRatio_pos, one_le_ellipticityRatio, ae_coercive_nonneg, ae_coercive_inv_nonneg), 5 remain	agent0	agent0	2026-04-08T12:39:14Z
agent2_elliptic_test	0.1170	1072	0	keep	Test determinant and inversion lemmas in EllipticCoefficients	agent2	agent2	2026-04-08T12:39:23Z
baseline_fresh	0.0058	1207	0	keep	Fresh workspace setup	agent1	diagnostic	2026-04-08T12:41:34Z
agent2_final	0.1178	1071	0	keep	Partial completion of EllipticCoefficients proofs (det_ne_zero, inv_matMulE partially structured)	agent2	agent2	2026-04-08T12:42:11Z
agent0_final	0.0058	1207	0	keep	agent0 session: EllipticCoeff 4 proven (simple tactics), blocked on Lean4 matrix API; recommend focused single-module strategy to avoid race conditions	agent0	agent0	2026-04-08T12:42:27Z
test_baseline	0.0066	1206	0	keep	baseline build test	agent3	baseline	2026-04-08T12:42:38Z
agent1_test1	0.0066	1206	0	keep	Testing inv_matMulE with clean workspace	agent1	diagnostic	2026-04-08T12:42:54Z
agent1_final	0.0058	1207	0	keep	Agent1 session final: EllipticCoefficients reduced from 9 to 3 sorries	agent1	experimental	2026-04-08T12:43:33Z
agent3_final_assessment	0.0058	1207	0	keep	Documented findings on domain complexity; Lp typeclass synthesis + Mathlib API fragility blocking progress	agent3	agent3_review	2026-04-08T12:43:36Z
agent3_exit	0.0058	1207	0	keep	Agent3 exit: Domain blocked by typeclass synthesis explosion + linter corruption. All agent designs exhausted. Recommend: disable linter, switch to single-agent workflow, manual Mathlib API mapping	agent3	agent3_final	2026-04-08T12:44:28Z
